"発行通番","JIS地区コード","お問合せ番号","伝票番号","出荷日","荷送人コード","荷送人ｶﾅ","荷送人名1","荷送人名2","荷送人郵便番号","荷送人住所1","荷送人住所2","荷送人住所3","荷送人TEL","支払人コード","荷受人コード","荷受人ｶﾅ","荷受人名1","荷受人名2","荷受人郵便番号","荷受人住所1","荷受人住所2","荷受人住所3","荷受人TEL","所属店名","所属店電話番号","路線着地コード","路線着店名","路線仕分番号","配送指定日","記事1","記事2","記事3","記事4","記事5","記事6","記事7","記事8","個数","パレット数","重量","容積","保険料","荷札印刷枚数","送り状印刷時間","荷札印刷時間","貨物受領書印刷時間","出荷一覧印刷時間","着店コード","荷受人郵便番号整合性チェックフラグ"
" ","28214","3205796042","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-4442","","","日本マクドナルド　宝塚鹿塩店　．","","6650054","兵庫県宝塚市鹿塩１－３２７","","","0798-57-2308","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","28443","3205796053","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-4442","","","日本マクドナルド　福崎店　．","","6792204","兵庫県神崎郡福崎町西田原１４１８","－３","","0790-23-1780","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","13203","3205796064","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-4442","","","日本マクドナルド　武蔵境北口店","．","1800022","東京都武蔵野市境１－２－２６","","","0422-60-5291","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","22207","3205796075","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-4442","","","日本マクドナルド　富士宮宮原店","．","4180005","静岡県富士宮市宮原３８８－１","","","0544-22-5558","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","27146","3205796086","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-4442","","","日本マクドナルド　百舌鳥店　．","","5918033","大阪府堺市北区百舌鳥西之町２－５","２６","","072-258-8298","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","14206","3205796090","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-4442","","","日本マクドナルド　飯泉店　．","","2500863","神奈川県小田原市飯泉１１－１","","","0465-48-5668","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","11234","3205796101","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-4442","","","日本マクドナルド　八潮店　．","","3400832","埼玉県八潮市柳之宮大道通３１５－","２","","048-996-4668","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","13201","3205796112","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-4442","","","日本マクドナルド　八王子楢原店","．","1930803","東京都八王子市楢原町４７６－１","","","042-649-7823","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","22206","3205796123","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-4442","","","日本マクドナルド　函南店　．","","4110816","静岡県三島市梅名３３４－１","","","055-977-7041","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","23230","3205796134","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-4442","","","日本マクドナルド　日進中央ネッツ","プラザ　店","4700121","愛知県日進市本郷町法念寺６３０－","７","","0561-75-4824","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","12204","3205796145","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-4442","","","日本マクドナルド　二和向台店　．","","2740805","千葉県船橋市二和東６－２０－１","","","047-449-2344","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","29209","3205796156","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-4442","","","日本マクドナルド　南生駒店　．","","6300233","奈良県生駒市有里町１０７－１","","","0743-76-5266","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","17365","3205796160","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-4442","","","日本マクドナルド　内灘店　．","","9200271","石川県河北郡内灘町鶴ケ丘５丁目１","－３５０","","076-286-5528","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","13229","3205796171","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-4442","","","日本マクドナルド　田無駅前店　．","","1880011","東京都西東京市田無町４－２８－１","５","","0424-60-4091","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","24201","3205796182","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-4442","","","日本マクドナルド　津南店　．","","5140304","三重県津市雲出本郷町１７３２","","","059-234-7569","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","13209","3205796193","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-4442","","","日本マクドナルド　町田小川三和店","．","1940012","東京都町田市金森４－１－２","","","042-788-7485","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","13110","3205796204","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-4442","","","日本マクドナルド　池尻大橋店　．","","1530044","東京都目黒区大橋２－２２－８","","","03-5465-5367","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","26109","3205796215","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-4442","","","日本マクドナルド　醍醐アルプラザ","店　．","6011375","京都府京都市伏見区醍醐高畑町１－","３７","","075-575-1530","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","29203","3205796226","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-4442","","","日本マクドナルド　大和郡山インタ","ー店　．","6391115","奈良県大和郡山市横田町７５","","","0743-57-8724","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","28111","3205796230","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-4442","","","日本マクドナルド　大蔵谷インター","店　．","6512113","兵庫県神戸市西区伊川谷町有瀬６９","２","","078-976-1340","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","10201","3205796241","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-4442","","","日本マクドナルド　大胡バイパス店","．","3710223","群馬県前橋市大胡町３４９－１","","","027-230-4051","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","11105","3205796252","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-4442","","","日本マクドナルド　大宮バイパス与","野店　．","3380006","埼玉県さいたま市中央区八王子１－","４－１５","","048-859-3082","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","22216","3205796263","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-4442","","","日本マクドナルド　袋井インター店","．","4370065","静岡県袋井市堀越４３３－１","","","0538-43-8229","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","13121","3205796274","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-4442","","","日本マクドナルド　足立六町店　．","","1210062","東京都足立区南花畑１－２－１","","","03-3850-1631","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","14152","3205796285","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-4442","","","日本マクドナルド　相模原横山店","．","2520242","神奈川県相模原市中央区横山２－１","６","","042-707-4605","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","10202","3205796296","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-4442","","","日本マクドナルド　倉賀野西店　．","","3701201","群馬県高崎市倉賀野町字下新堀３９","２－１","","027-347-0520","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","12101","3205796300","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-4442","","","日本マクドナルド　千葉中央駅店","．","2600014","千葉県千葉市中央区本千葉町１５－","１","","043-307-6077","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","23110","3205796311","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-4442","","","日本マクドナルド　千音寺アズタウ","ン店　．","4540972","愛知県名古屋市中川区新家１－２０","０６","","052-439-1258","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","19211","3205796322","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-4442","","","日本マクドナルド　石和店　．","","4060032","山梨県笛吹市石和町四日市場１８２","５","","055-263-7645","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","27204","3205796333","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-4442","","","日本マクドナルド　石橋店　．","","5630032","大阪府池田市石橋１－３－１２","","","072-762-6471","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","9201","3205796344","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-4442","","","日本マクドナルド　石井たいらや店","．","3210912","栃木県宇都宮市石井町２８００－５","７","","028-613-6330","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","9213","3205796355","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-4442","","","日本マクドナルド　西那須野店　．","","3292705","栃木県那須塩原市南郷屋２－１０６","－２７","","0287-37-5811","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","13221","3205796366","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-4442","","","日本マクドナルド　清瀬駅北口店","．","2040021","東京都清瀬市元町１－２－７","","","042-494-8758","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","22103","3205796370","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-4442","","","日本マクドナルド　清水店　．","","4240816","静岡県静岡市清水区真砂町２－３４","","","054-363-0633","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","13122","3205796381","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-4442","","","日本マクドナルド　水元ライフ店","．","1250032","東京都葛飾区水元２－１１－１２","","","03-5648-3760","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","8211","3205796392","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-4442","","","日本マクドナルド　水海道バイパス","店　．","3030022","茨城県常総市水海道渕頭町４５６６","","","0297-20-1155","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","28109","3205796403","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-4442","","","日本マクドナルド　神戸有野店　．","","6511313","兵庫県神戸市北区有野中町３ー８－","９","","078-959-7520","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","13223","3205796414","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-4442","","","日本マクドナルド　新青梅武蔵村山","店　．","2080031","東京都武蔵村山市岸１－１１－１８","","","042-520-8358","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","13220","3205796425","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-4442","","","日本マクドナルド　新青梅東大和店","．","2070021","東京都東大和市立野２－２－６","","","042-561-3706","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","12216","3205796436","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-4442","","","日本マクドナルド　新習志野ミスタ","ーマッ　クス店","2750024","千葉県習志野市茜浜２－１９－２２","","","047-408-0181","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","11222","3205796440","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-4442","","","日本マクドナルド　新越谷駅前店","．","3430845","埼玉県越谷市南越谷１－１９－１","","","03-6276-7351","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","20211","3205796451","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-4442","","","日本マクドナルド　信州中野店　．","","3830045","長野県中野市大字江部字松崎１３４","３－２４","","026-924-5405","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","23116","3205796462","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-4442","","","日本マクドナルド　植田一本松店","．","4680008","愛知県名古屋市天白区一本松１－４","０４","","052-807-5221","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","14151","3205796473","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-4442","","","日本マクドナルド　城山店　．","","2520105","神奈川県相模原市緑区久保沢２－３","－２３","","042-783-0273","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","10206","3205796484","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-4442","","","日本マクドナルド　沼田インター店","．","3780004","群馬県沼田市下久屋町１１００－１","","","0278-22-2194","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","12207","3205796495","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-4442","","","日本マクドナルド　松戸高塚マミー","マート　店","2702222","千葉県松戸市高塚新田１６０","","","047-312-8033","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","14205","3205796506","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-4442","","","日本マクドナルド　小田急湘南台店","．","2520804","神奈川県藤沢市湘南台２－１５","","","0466-42-6256","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","13113","3205796510","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-4442","","","日本マクドナルド　渋谷新南口店","．","1500002","東京都渋谷区渋谷３－２８－８","","","03-5464-5431","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","11239","3205796521","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-4442","","","日本マクドナルド　若葉店　．","","3500214","埼玉県坂戸市千代田３－２１－２１","","","049-283-2825","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","9205","3205796532","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-4442","","","日本マクドナルド　鹿沼晃望台店","．","3220027","栃木県鹿沼市貝島町５７３－１","","","0289-65-7160","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","12203","3205796543","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-4442","","","日本マクドナルド　市川ショップス","店　．","2720015","千葉県市川市鬼高３－２８－１６","","","047-314-6705","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","14201","3205796554","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-4442","","","日本マクドナルド　三春町店　．","","2380014","神奈川県横須賀市三春町２－１－３","","","046-825-4522","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","11237","3205796565","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-4442","","","日本マクドナルド　三郷戸ケ崎店","．","3410044","埼玉県三郷市戸ヶ崎２－８１９－１","","","03-6276-7351","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","27141","3205796576","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-4442","","","日本マクドナルド　堺東駅前店　．","","5900028","大阪府堺市堺区三国ケ丘御幸通１５","４","","072-247-8236","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","28202","3205796580","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-4442","","","日本マクドナルド　阪急塚口店　．","","6610002","兵庫県尼崎市塚口町１－１－３","","","06-6422-1232","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","13212","3205796591","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-4442","","","日本マクドナルド　高幡不動店　．","","1910031","東京都日野市高幡１００１－１","","","042-599-7188","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","23206","3205796602","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-4442","","","日本マクドナルド　高蔵寺サンマル","シェ店　．","4870011","愛知県春日井市中央台１丁目２番地","２","","0568-92-9264","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","27205","3205796613","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-4442","","","日本マクドナルド　江坂ハートラン","ド店　．","5640051","大阪府吹田市豊津町９－４４ハート","ランド江坂ビル１Ｆ","","06-6368-5341","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","22221","3205796624","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-4442","","","日本マクドナルド　湖西店　．","","4310442","静岡県湖西市古見８６６－６","","","053-574-0375","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","26211","3205796635","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-4442","","","日本マクドナルド　京田辺アルプラ","ザ店　．","6100334","京都府京田辺市田辺中央５－２－１","","","0774-68-2670","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","27102","3205796646","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-4442","","","日本マクドナルド　京橋店　．","","5340025","大阪府大阪市都島区片町２－４－１","４","","06-6354-3888","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","8219","3205796650","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-4442","","","日本マクドナルド　牛久店　．","","3001231","茨城県牛久市猪子町８０６－１","","","029-874-0255","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","23228","3205796661","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-4442","","","日本マクドナルド　岩倉店　．","","4820035","愛知県岩倉市鈴井町下新田１１４－","１","","0587-38-0766","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","27202","3205796672","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-4442","","","日本マクドナルド　岸和田インター","店　．","5960808","大阪府岸和田市三田町４７５","","","072-489-5333","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","16201","3205796683","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-4442","","","日本マクドナルド　下赤江店　．","","9300813","富山県富山市下赤江町１丁目窪田２","９－１","","076-444-0581","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","22341","3205796694","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-4442","","","日本マクドナルド　黄瀬川店　．","","4110906","静岡県駿東郡清水町八幡２２－２","","","055-991-5515","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","9201","3205796705","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-4442","","","日本マクドナルド　宇都宮テクノポ","リスセ　ンター店","3213226","栃木県宇都宮市ゆいの杜１－２－７","７","","028-667-8661","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","28215","3205796716","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-4442","","","日本マクドナルド　マクドナルド","イオン三木青山","6730521","兵庫県三木市志染町青山６－８","","","0794-89-8145","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","13123","3205796720","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-4442","","","日本マクドナルド　シャポー小岩店","．","1330056","東京都江戸川区南小岩７－２４－１","５","","03-6657-8311","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","13203","3205796731","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-4442","","","日本マクドナルド　グリーンパーク","店　．","1800012","東京都武蔵野市緑町２－１－４３","","","0422-54-0221","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","28109","3205796742","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-4442","","","日本マクドナルド　エコールリラ店","．","6511302","兵庫県神戸市北区藤原台中町１－２","－２","","078-981-7740","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","8341","3205796753","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-4442","","","日本マクドナルド　イオン東海店","．","3191111","茨城県那珂郡東海村舟石川駅東４－","１－１","","029-270-4400","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","29206","3205796764","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-4442","","","日本マクドナルド　イオン桜井店","．","6330061","奈良県桜井市大字上之庄２７８－１","","","0744-45-2710","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","28201","3205796775","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-4442","","","日本マクドナルド　イオンモール姫","路リバ　ーシティー店","6728064","兵庫県姫路市飾磨区細江２５６０","","","079-231-2276","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","11203","3205796786","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-4442","","","日本マクドナルド　イオンモール川","口前川　店","3330842","埼玉県川口市前川１－１－１１イオ","ンモール川口前川１Ｆ","","048-485-8140","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","29205","3205796790","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-4442","","","日本マクドナルド　イオンモール橿","原店　．","6340837","奈良県橿原市曲川町７－２０－１イ","オンモール橿原２Ｆフードコート内","","0744-48-0680","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","12208","3205796801","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-4442","","","日本マクドナルド　イオンタウン野","田七光　台店","2780051","千葉県野田市七光台４－２","","","04-7127-1041","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","27146","3205796812","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-4442","","","日本マクドナルド　イオンそよら新","金岡店　．","5918021","大阪府堺市北区新金岡町４－１－１","１","","072-251-3505","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","11235","3205796823","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-4442","","","日本マクドナルド　ふじみ野駅前店","．","3540035","埼玉県富士見市ふじみ野西１－２０","－２第七マツモトビル","","049-256-2612","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","27146","3205796834","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-4442","","","日本マクドナルド　なかもず店　．","","5918022","大阪府堺市北区中百舌鳥町２－９１","","","072-275-5308","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","8220","3205796845","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-4442","","","日本マクドナルド　つくば学園店","．","3050034","茨城県つくば市小野崎字千駄苅２９","３－１","","029-858-0785","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","28202","3205796856","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-4442","","","日本マクドナルド　つかしん店　．","","6610001","兵庫県尼崎市塚口本町４－８－１つ","かしんＳＣ北館１Ｆ","","06-6422-3158","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
